Bin ID	Method	Tax	Tax 16S	Length	GC perc	Num contigs	Disparity	Completeness	Contamination	Strain het	Coverage 100	TPM 100	Coverage 102	TPM 102	Coverage 104	TPM 104	Coverage 106	TPM 106	Coverage 108	TPM 108	Coverage 110	TPM 110	Coverage 11	TPM 11	Coverage 123	TPM 123	Coverage 124	TPM 124	Coverage 125	TPM 125	Coverage 126	TPM 126	Coverage 127	TPM 127	Coverage 128	TPM 128	Coverage 129	TPM 129	Coverage 130	TPM 130	Coverage 131	TPM 131	Coverage 132	TPM 132	Coverage 133	TPM 133	Coverage 134	TPM 134	Coverage 13	TPM 13	Coverage 15	TPM 15	Coverage 17	TPM 17	Coverage 19	TPM 19	Coverage 1	TPM 1	Coverage 21	TPM 21	Coverage 23	TPM 23	Coverage 25	TPM 25	Coverage 27	TPM 27	Coverage 29	TPM 29	Coverage 31	TPM 31	Coverage 44	TPM 44	Coverage 45	TPM 45	Coverage 46	TPM 46	Coverage 47	TPM 47	Coverage 48	TPM 48	Coverage 49	TPM 49	Coverage 4	TPM 4	Coverage 50	TPM 50	Coverage 51	TPM 51	Coverage 52	TPM 52	Coverage 53	TPM 53	Coverage 54	TPM 54	Coverage 55	TPM 55	Coverage 80	TPM 80	Coverage 83	TPM 83	Coverage 88	TPM 88	Coverage 90	TPM 90	Coverage 92	TPM 92	Coverage 94	TPM 94	Coverage 96	TPM 96	Coverage 98	TPM 98	Coverage 9	TPM 9
MAG_059	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Eubacteriaceae;g_Eubacterium;n_unclassified Eubacterium;s_Eubacterium sp.		2821222	49.29	591	0.647	92.04	4.59	11.11	1.039	288.946	2.737	678.587	1.938	612.822	0.881	230.835	2.1	608.588	1.635	503.185	2.867	693.62	4.021	1228.738	3.129	967.544	5.575	1857.887	5.239	1662.978	4.663	1389.708	4.97	1579.253	5.545	1865.157	9.792	3105.717	4.844	1566.762	4.721	1659.028	6.186	2091.739	6.204	1924.973	1.965	616.463	1.802	460.429	1.794	499.414	3.219	784.693	3.073	3680.216	3.822	948.628	3.424	762.271	2.184	624.055	3.722	964.78	2.286	606.056	2.314	718.406	1.38	412.515	1.662	525.989	2.349	746.02	0.82	234.455	1.816	551.773	0.739	217.505	0.893	978.799	8.437	3405.587	10.254	3662.659	0.811	219.098	0.691	199.408	1.161	368.42	0.986	304.198	2.809	3091.927	0.977	1158.247	1.085	251.071	1.679	479.877	0.751	238.154	1.372	327.786	1.431	478.276	1.395	447.817	2.577	797.058
MAG_060	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Coprobacillaceae;g_Kandleria;s_Kandleria vitulina		1839641	35.45	173	0.636	84.36	3.32	0.0	5.642	1569.819	5.57	1381.828	10.321	3264.808	2.499	655.575	9.243	2679.605	7.256	2233.894	2.866	693.743	1.747	533.997	1.187	367.163	0.756	252.132	1.17	371.401	1.223	364.789	1.005	319.493	2.302	774.64	1.351	428.57	0.937	303.256	0.867	304.875	0.965	326.363	1.268	393.679	2.077	651.775	3.425	875.531	2.619	729.295	4.089	996.878	0.552	661.725	4.996	1240.567	5.761	1282.937	2.993	855.929	3.007	779.913	3.466	919.39	2.198	682.759	1.017	304.194	0.526	166.327	0.718	228.062	1.078	308.714	0.757	229.981	1.062	312.781	0.513	562.674	1.936	781.99	2.296	820.54	0.886	239.604	1.902	549.22	0.684	217.349	0.711	219.569	0.519	571.339	0.589	698.038	4.411	1020.727	11.084	3170.358	1.927	611.321	3.568	852.614	8.1	2707.717	5.144	1651.619	3.139	971.729
MAG_061	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes		1331622	28.93	85	0.036	81.82	2.02	50.0	0.328	91.212	1.981	491.555	2.233	706.818	3.692	968.286	4.562	1322.838	3.407	1049.208	1.511	365.909	0.623	190.432	0.702	217.298	0.688	229.309	0.606	192.24	0.682	203.45	0.834	265.114	0.432	145.249	0.42	133.237	0.761	246.23	0.748	263.014	0.702	237.563	0.661	205.204	1.38	433.195	1.503	384.342	2.49	693.647	1.319	321.81	0.812	972.916	0.283	70.171	2.164	482.016	0.885	253.047	1.898	492.3	1.543	409.312	1.12	347.876	0.54	161.45	1.005	318.12	0.627	199.306	0.841	240.703	1.128	342.786	0.629	185.184	1.693	1857.778	0.577	233.155	1.356	484.376	0.468	126.534	1.449	418.392	0.672	213.327	0.633	195.541	0.817	899.382	1.905	2259.225	2.457	568.718	5.868	1678.444	2.921	927.028	4.81	1149.521	2.761	923.507	8.482	2723.323	1.52	470.449
MAG_062	DAS	k_Bacteria;n_FCB group;p_Fibrobacteres;c_Fibrobacteria;o_Fibrobacterales;f_Fibrobacteraceae;g_Fibrobacter;n_unclassified Fibrobacter;s_Fibrobacter sp.		3419188	48.27	767	0.198	75.72	0.0	0.0	1.42	394.961	2.152	533.27	24.974	7895.313	2.085	546.304	6.448	1868.239	22.343	6875.421	7.53	1822.27	0.93	283.943	0.692	213.807	1.327	442.043	1.398	443.79	1.132	337.226	1.005	319.39	0.595	200.201	0.655	207.517	2.084	673.587	0.759	266.542	0.679	229.416	1.328	411.906	14.034	4402.463	22.959	5867.858	9.005	2507.0	9.329	2274.16	27.411	32810.945	1.51	374.819	9.188	2045.221	8.016	2292.477	12.216	3167.44	3.326	882.255	3.235	1004.656	2.9	866.385	1.23	389.139	4.495	1426.711	2.892	827.166	3.823	1161.082	3.445	1013.465	13.635	14947.464	0.897	362.014	2.465	880.162	2.178	588.304	4.043	1166.264	2.322	736.658	1.594	491.545	38.879	42773.202	20.333	24094.017	8.746	2022.76	2.779	794.094	0.916	290.493	4.988	1191.274	10.003	3341.888	7.057	2263.938	6.351	1964.69
MAG_063	DAS	k_Bacteria		2005041	56.3	46	0.0	72.41	0.0	0.0	5.956	1656.406	13.889	3442.785	24.966	7893.417	5.704	1494.75	9.582	2776.454	12.977	3993.143	12.136	2936.871	4.828	1474.6	9.34	2886.61	12.155	4048.095	14.026	4449.188	15.065	4487.91	17.123	5437.808	20.351	6841.61	19.239	6098.178	14.195	4588.296	10.439	3666.289	8.675	2931.666	13.798	4279.041	15.412	4834.569	17.088	4367.61	14.011	3900.8	19.064	4646.732	0.437	522.865	9.05	2245.934	15.906	3540.358	18.827	5384.013	17.628	4570.704	25.885	6865.127	16.723	5192.911	5.364	1602.112	1.415	447.627	14.034	4454.01	8.76	2505.161	6.594	2002.254	6.33	1861.929	0.2	219.209	8.051	3248.199	12.402	4427.427	13.206	3566.585	8.936	2577.739	10.012	3176.507	5.511	1699.388	0.473	520.762	0.302	357.743	3.77	871.878	10.539	3012.028	2.724	864.0	9.178	2192.141	16.335	5456.777	26.091	8371.283	8.58	2654.226
MAG_064	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Lachnospiraceae;g_Enterocloster		5260546	49.71	193	0.0	92.92	3.84	9.09	1.337	372.441	1.611	399.953	1.027	325.655	0.504	133.649	1.184	343.935	1.476	455.356	2.177	527.724	0.384	117.916	1.013	313.771	0.616	206.006	0.937	297.747	0.469	140.255	0.791	251.888	1.321	445.176	1.615	513.072	0.448	145.692	0.403	142.351	0.482	163.525	0.781	242.856	1.711	537.294	1.854	474.951	1.637	456.707	2.662	650.06	0.544	654.178	1.721	427.705	2.775	618.871	2.042	584.256	2.97	770.703	2.01	534.056	1.552	482.53	0.301	90.958	0.393	124.72	0.54	172.347	0.613	176.165	0.441	134.537	0.327	96.638	0.215	238.374	1.121	453.082	1.496	535.287	0.589	160.257	0.608	176.231	0.473	150.907	0.456	141.306	0.583	645.027	0.28	335.728	0.353	82.372	1.109	317.524	0.658	210.7	0.714	171.067	1.081	362.163	0.84	270.387	1.22	377.952
MAG_065	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;n_Eubacteriales incertae sedis;f_Eubacteriales Family XIII. Incertae Sedis;g_Mogibacterium		2586178	49.51	629	0.417	82.8	4.04	7.14	0.829	230.711	0.996	246.897	2.286	722.674	0.976	256.011	1.465	424.638	1.502	462.31	1.995	482.855	3.957	1209.544	3.005	929.171	5.973	1990.535	4.093	1299.218	5.7	1698.925	5.068	1610.462	5.537	1862.854	5.339	1693.477	7.318	2366.868	5.14	1806.661	5.131	1735.574	4.508	1398.897	3.171	994.906	2.33	595.435	2.148	598.004	2.173	529.653	3.776	4521.805	1.004	249.129	2.736	609.296	3.477	994.168	3.865	1002.034	3.759	997.207	3.525	1094.679	5.842	1746.154	4.318	1366.529	12.291	3903.339	10.798	3090.181	8.455	2569.644	8.534	2511.86	2.683	2943.113	5.862	2366.684	7.249	2589.861	20.088	5428.885	12.806	3696.503	13.409	4257.468	11.25	3471.876	4.17	4590.014	3.083	3655.701	0.702	162.379	1.13	323.095	1.091	346.006	1.155	276.021	1.718	574.0	1.654	530.782	1.785	552.254
MAG_066	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		1201137	28.87	424	0.298	67.77	1.73	50.0	0.361	100.567	0.449	111.293	0.236	74.509	0.647	169.639	0.299	86.67	0.325	99.996	1.633	395.33	0.228	69.549	0.347	107.197	1.378	459.388	0.259	82.153	0.898	267.761	1.361	432.508	0.123	41.481	0.229	72.81	0.621	200.981	0.221	77.576	0.189	63.791	1.276	396.073	0.267	83.906	2.1	536.958	0.543	151.403	4.481	1092.965	0.161	192.534	0.36	89.406	0.47	104.594	0.253	72.233	0.447	115.999	0.43	114.104	3.106	964.921	0.265	79.212	0.415	131.29	0.575	182.748	4.834	1383.677	0.553	167.95	1.571	462.57	0.229	251.819	0.156	63.139	0.223	79.743	0.189	51.142	0.226	65.361	0.391	124.077	5.839	1802.523	0.195	214.62	0.308	364.826	0.682	157.798	0.436	124.818	0.579	183.8	0.578	138.171	0.813	271.592	0.44	141.431	0.35	108.338
MAG_067	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Lachnospiraceae;n_unclassified Lachnospiraceae;s_Lachnospiraceae bacterium		2186066	42.43	298	0.18	72.73	0.0	0.0	2.412	671.05	1.54	382.005	5.672	1793.927	6.384	1674.557	6.709	1944.858	4.224	1299.989	3.968	960.44	0.307	93.895	0.619	191.412	0.584	194.771	0.512	162.588	0.499	148.691	0.415	131.727	0.498	167.594	0.291	92.413	1.164	376.574	0.344	120.856	0.667	225.63	0.608	188.643	3.948	1238.5	2.603	665.461	3.705	1031.646	2.903	707.635	0.589	706.128	0.448	111.263	1.466	326.368	3.51	1003.638	4.519	1172.074	3.875	1027.538	3.272	1016.331	0.354	105.906	0.415	131.249	0.838	266.106	0.619	177.022	0.591	179.638	0.328	96.444	0.323	354.268	0.298	120.359	0.455	162.437	0.71	191.898	0.745	215.06	0.359	113.928	0.404	124.554	0.575	633.114	0.375	444.841	1.892	437.624	3.752	1072.657	9.549	3029.312	2.827	675.54	6.051	2021.958	7.3	2343.399	3.102	959.892
MAG_068	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		1321727	56.39	53	0.0	88.18	0.91	100.0	0.151	41.859	0.204	50.443	0.359	113.364	0.257	67.284	0.294	85.315	0.314	96.546	0.333	80.566	2.102	642.06	1.732	535.475	3.412	1136.554	6.278	1991.82	1.771	527.786	3.23	1025.848	0.369	124.084	2.942	932.788	3.271	1057.464	2.437	855.751	3.654	1235.596	4.459	1383.043	0.356	111.894	0.286	73.069	0.423	117.601	0.438	106.778	0.846	1012.837	0.206	51.219	0.22	48.86	0.324	92.597	0.483	125.345	0.37	98.176	0.511	158.652	0.403	120.414	0.656	207.596	0.527	167.116	0.7	200.184	1.2	364.525	0.732	215.392	0.28	306.986	0.332	134.02	0.383	136.815	0.686	185.202	0.563	162.298	1.122	356.184	1.055	325.492	1.001	1101.777	0.381	451.259	0.247	57.235	0.245	70.049	0.154	48.815	0.493	117.785	0.264	88.077	0.337	108.352	0.234	72.248
MAG_069	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Streptococcaceae;g_Streptococcus	superkingdom:Bacteria	1905256	37.98	208	0.444	99.03	3.45	0.0	116.502	32408.453	64.541	16007.157	67.777	21432.715	66.214	17360.118	49.022	14206.762	62.306	19176.684	33.429	8090.098	23.266	7110.665	27.846	8611.472	24.635	8209.611	24.598	7808.086	18.927	5641.486	49.622	15769.728	85.933	28909.362	41.155	13053.185	52.985	17137.479	36.15	12704.807	35.602	12039.663	50.047	15530.859	46.073	14452.096	25.189	6436.781	31.431	8749.026	17.084	4163.771	1.755	2100.944	41.639	10335.924	41.084	9145.601	22.104	6318.836	22.26	5770.251	35.148	9321.324	27.115	8419.186	23.604	7055.477	16.57	5243.499	45.89	14574.479	24.19	6922.08	30.976	9412.278	18.743	5515.859	2.018	2212.336	56.493	22806.215	45.738	16337.42	22.915	6192.52	19.863	5733.466	19.724	6262.156	27.72	8553.422	1.871	2058.567	2.076	2460.508	82.539	19096.428	97.409	27850.702	28.64	9086.608	57.235	13675.38	43.803	14636.278	68.726	22058.754	24.416	7555.475
MAG_070	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales		2348275	51.39	194	0.427	91.82	0.0	0.0	2.884	802.258	3.118	773.149	2.356	744.939	2.837	744.024	2.79	808.536	8.427	2593.65	175.902	42563.539	0.943	288.368	1.979	611.838	2.072	690.527	6.206	1969.621	1.189	354.246	1.13	359.084	1.414	475.544	1.377	436.75	1.05	339.611	1.045	367.139	1.129	381.799	3.805	1180.566	14.008	4394.317	60.237	15394.069	38.395	10688.518	229.314	55889.39	2.028	2427.794	18.577	4610.766	49.755	11077.967	16.83	4812.14	79.185	20528.187	34.72	9208.545	44.179	13719.057	4.989	1491.183	2.826	894.358	3.214	1020.425	5.937	1698.718	5.897	1791.615	7.688	2262.783	0.62	680.049	6.677	2695.168	19.221	6865.441	1.865	504.041	3.522	1016.527	2.51	797.043	3.206	989.279	2.169	2386.596	0.838	993.328	4.324	1000.685	8.529	2438.084	2.913	924.388	5.052	1208.153	2.34	781.916	2.239	718.577	40.859	12645.504
MAG_071	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Lachnospiraceae;n_unclassified Lachnospiraceae;s_Lachnospiraceae bacterium		1951457	41.0	62	0.0	94.38	0.52	0.0	0.387	107.675	0.564	139.89	3.19	1009.012	2.51	657.982	2.331	675.793	4.741	1459.53	1.561	377.986	2.013	615.394	2.773	857.792	2.247	748.991	3.928	1246.888	3.826	1140.902	3.16	1004.295	0.27	90.792	1.161	368.089	2.809	908.519	2.311	812.343	4.06	1373.308	5.166	1603.502	4.232	1327.68	4.157	1062.502	3.057	851.138	4.823	1175.968	1.313	1572.959	0.273	67.69	0.57	126.915	1.958	559.785	6.319	1638.336	2.037	540.348	4.104	1274.506	1.354	404.693	0.773	244.757	3.822	1214.23	3.758	1075.565	1.27	385.991	1.425	419.511	0.509	557.737	0.235	94.699	0.271	96.769	1.562	422.031	2.148	620.005	1.204	382.193	2.151	663.851	1.564	1721.604	0.71	842.188	2.017	466.849	4.144	1184.866	1.212	384.746	5.05	1206.702	5.51	1841.624	4.323	1387.967	2.181	674.863
MAG_072	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales		3023785	49.57	35	0.0	94.59	0.0	0.0	2.507	697.447	3.459	857.997	4.405	1393.068	2.24	587.126	2.384	691.195	3.894	1198.763	3.805	920.701	0.566	172.937	0.725	224.341	0.691	230.364	0.733	232.609	0.543	161.776	0.617	195.994	1.136	382.211	0.81	256.772	0.671	217.206	0.579	203.461	0.651	220.286	0.746	231.504	3.4	1066.497	2.334	596.468	2.652	738.117	4.326	1054.444	1.972	2360.824	2.154	534.497	5.416	1205.642	1.927	551.0	2.371	614.738	3.676	974.789	2.287	710.041	0.535	159.764	0.357	112.923	0.511	162.153	0.475	135.829	0.493	149.65	0.423	124.423	0.653	715.934	0.694	279.958	0.956	341.463	0.433	116.936	0.366	105.707	0.381	120.794	0.384	118.441	2.105	2316.043	0.939	1113.238	1.969	455.548	2.98	852.082	2.0	634.523	3.643	870.721	4.797	1603.448	3.894	1249.838	2.549	788.702
MAG_073	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Bacteroidaceae;n_unclassified Bacteroidaceae;s_Bacteroidaceae bacterium		2161831	55.72	200	0.011	82.56	0.0	0.0	0.506	140.672	1.081	268.085	0.708	223.951	0.688	180.333	0.67	194.122	0.48	147.675	0.588	142.183	3.793	1158.342	5.344	1651.679	4.195	1396.972	5.395	1711.323	3.777	1125.212	5.822	1849.005	9.594	3225.115	12.019	3809.101	4.851	1568.016	9.167	3219.402	6.377	2155.156	7.008	2173.079	0.475	149.008	0.463	118.318	0.595	165.49	0.445	108.541	2.612	3126.921	0.722	179.189	1.018	226.697	0.423	120.874	0.707	183.174	0.555	147.182	0.562	174.486	6.736	2012.209	9.672	3058.746	9.209	2922.503	5.284	1511.045	9.982	3031.228	8.496	2498.893	3.538	3878.982	12.297	4960.702	28.283	10096.162	8.397	2267.536	15.228	4392.261	18.671	5923.593	20.021	6173.333	3.271	3598.285	3.673	4352.051	0.497	114.99	0.669	191.272	0.257	81.662	0.828	197.787	0.604	201.653	0.661	211.96	0.358	110.933
MAG_074	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia;o_Eubacteriales;f_Lachnospiraceae		1839092	38.76	189	0.599	84.63	1.67	55.56	1.512	420.717	1.567	388.624	3.268	1033.328	1.367	358.348	5.503	1594.939	2.867	882.533	1.986	480.793	0.472	144.417	0.594	183.699	0.474	157.911	0.892	283.007	0.843	251.381	0.626	198.907	0.922	310.096	0.592	187.944	0.712	230.408	0.517	181.786	0.794	268.638	0.905	281.023	1.926	604.026	2.057	525.658	1.711	476.229	1.911	465.824	0.89	1065.83	0.886	219.792	4.324	962.712	1.146	327.724	2.756	714.537	1.337	354.664	1.624	504.198	0.394	117.896	0.346	109.46	0.428	135.897	0.523	149.706	0.404	122.902	0.457	134.516	0.467	511.942	0.487	196.606	0.619	221.011	0.411	111.032	0.421	121.426	0.327	103.792	0.363	111.924	0.892	982.273	0.597	707.978	1.196	276.694	1.526	436.247	1.106	351.029	2.106	503.105	2.819	942.136	4.64	1489.589	1.411	436.638
MAG_075	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Coprobacillaceae;genus:Kandleria|superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae	4146382	40.06	633	0.356	88.58	3.31	12.96	70.939	19735.007	61.08	15149.324	105.105	33239.43	31.684	8307.114	88.209	25566.114	99.955	30770.331	43.394	10504.468	7.596	2321.464	15.074	4661.849	7.49	2496.103	11.195	3553.845	8.637	2574.396	10.02	3184.114	29.74	10004.733	9.336	2961.594	22.579	7303.325	10.927	3840.255	12.315	4164.73	20.816	6459.803	41.64	13063.003	40.445	10338.558	26.201	7294.805	27.408	6681.847	2.808	3361.93	40.078	9949.58	88.816	19776.355	21.783	6228.304	28.48	7384.731	36.429	9662.912	21.429	6655.155	30.96	9254.874	17.15	5427.449	21.288	6761.095	21.078	6031.872	21.14	6423.76	22.159	6521.932	6.826	7486.901	31.266	12623.723	32.916	11758.957	31.073	8397.238	32.09	9262.673	22.094	7014.787	30.154	9305.1	2.336	2570.549	5.687	6742.016	34.151	7902.118	110.224	31517.57	19.323	6130.591	32.609	7791.332	56.655	18933.227	58.439	18758.64	31.875	9864.934
MAG_076	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Selenomonadaceae;g_Anaerovibrio	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Erysipelotrichia;order:Erysipelotrichales;family:Erysipelotrichaceae	2395211	43.67	807	0.314	84.12	3.23	52.63	102.323	28457.659	74.731	18529.553	77.786	24594.801	69.416	18195.3	70.99	20569.925	129.251	39775.772	27.112	6560.045	14.37	4390.582	18.009	5567.875	21.958	7315.947	25.211	8000.56	20.789	6195.214	19.483	6190.162	52.006	17491.012	27.049	8576.37	28.366	9172.718	22.713	7980.286	19.519	6599.305	34.129	10588.223	30.229	9480.65	23.894	6104.995	29.14	8110.669	26.211	6388.115	1.362	1630.679	21.859	5424.974	35.287	7854.288	15.963	4562.999	28.609	7416.069	22.715	6022.917	22.309	6925.846	13.947	4167.599	6.169	1951.872	21.647	6872.563	11.629	3326.647	13.933	4232.453	12.873	3787.355	1.522	1669.51	43.06	17377.384	36.815	13146.786	19.861	5365.688	13.023	3757.858	10.926	3468.086	10.667	3290.429	1.121	1234.099	1.367	1620.368	45.249	10467.097	68.707	19639.961	45.696	14493.754	43.443	10377.946	111.162	37138.848	53.001	17009.865	17.774	5499.026
MAG_077	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;f_Prevotellaceae;g_Prevotella		2534685	48.11	620	0.153	75.97	0.99	100.0	19.634	5460.667	20.263	5023.848	42.566	13455.683	17.433	4569.122	29.258	8477.023	33.744	10383.151	12.088	2924.59	34.838	10643.182	35.217	10886.567	34.822	11600.725	35.033	11116.253	35.306	10520.599	42.139	13385.808	67.626	22741.433	35.535	11266.546	51.413	16623.386	41.759	14670.796	34.12	11534.511	50.36	15621.835	14.389	4512.05	13.579	3469.59	12.554	3493.968	12.568	3062.619	12.48	14942.427	14.027	3480.871	53.118	11822.405	12.049	3443.148	15.909	4123.732	12.443	3298.784	12.779	3966.935	52.708	15748.241	44.494	14075.795	59.818	18989.357	45.498	13014.215	43.137	13102.572	40.66	11962.071	28.881	31667.931	72.081	29089.735	96.434	34437.445	66.007	17830.452	51.028	14722.715	52.591	16690.127	63.093	19459.513	10.598	11661.975	30.052	35617.47	12.374	2861.835	26.883	7683.644	14.129	4481.062	17.388	4153.273	31.994	10688.364	25.2	8085.682	11.397	3525.61
MAG_078	DAS	k_Bacteria;n_PVC group;p_Kiritimatiellaeota;c_Kiritimatiellae		2673222	66.27	460	0.005	85.42	1.72	100.0	0.275	76.504	0.272	67.35	0.502	158.731	0.214	56.291	0.251	72.734	0.37	113.832	0.621	150.163	1.38	421.628	1.617	499.811	1.922	640.162	1.931	612.795	2.157	642.553	2.436	773.522	2.923	982.461	2.066	654.777	2.66	859.563	1.93	677.874	1.768	597.419	2.314	717.669	0.602	188.557	0.672	171.654	0.491	136.633	0.623	151.869	3.253	3892.873	0.807	200.415	2.024	450.384	0.474	135.432	1.165	301.902	0.609	161.518	0.961	298.321	2.781	830.838	1.545	488.581	2.867	909.95	2.504	716.199	2.519	764.95	2.075	610.512	4.076	4467.597	7.011	2829.166	8.364	2986.302	4.023	1086.54	4.238	1222.382	6.088	1931.589	3.028	933.813	3.991	4389.663	4.426	5243.122	0.141	32.709	0.315	90.031	0.154	49.211	0.335	80.049	0.321	107.254	0.516	165.527	0.424	131.125
MAG_079	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium		2646304	47.59	193	0.0	85.14	0.69	0.0	0.078	21.661	0.141	34.998	0.136	43.086	0.097	25.523	0.11	32.057	0.128	39.356	0.13	31.41	0.94	287.028	0.821	253.757	1.027	342.251	1.145	363.296	0.834	248.44	1.011	321.139	0.663	223.049	1.257	398.614	1.004	324.672	1.686	592.454	1.798	607.717	0.93	288.484	0.167	52.503	0.128	32.743	0.114	31.884	0.139	33.989	1.425	1705.656	0.116	28.75	0.196	43.715	0.175	50.058	0.153	39.712	0.181	47.987	0.154	47.783	0.927	276.978	0.904	285.821	4.944	1569.697	0.701	200.534	0.852	258.675	0.597	175.781	1.406	1541.765	0.806	325.342	0.623	222.534	8.092	2185.89	2.438	703.409	5.81	1843.998	8.251	2544.905	1.619	1780.564	1.254	1486.307	0.094	21.845	0.117	33.518	0.069	21.837	0.141	33.8	0.136	45.482	0.152	48.916	0.113	34.845
MAG_080	DAS	k_Bacteria;n_FCB group;n_Bacteroidetes/Chlorobi group;p_Bacteroidetes;c_Bacteroidia;o_Bacteroidales;n_unclassified Bacteroidales;s_Bacteroidales bacterium	superkingdom:Bacteria;clade:Terrabacteria group;phylum:Firmicutes;class:Bacilli;order:Lactobacillales;family:Lactobacillaceae;genus:Lactobacillus	3442761	43.42	397	0.217	91.64	2.28	77.78	27.726	7711.016	26.858	6659.591	21.974	6948.095	7.882	2066.097	7.576	2195.413	14.502	4463.334	6.285	1520.85	0.543	165.808	0.673	208.02	0.606	201.953	0.816	258.842	0.674	200.813	0.686	217.957	4.073	1369.834	0.73	231.333	0.892	288.384	0.607	213.18	0.703	237.798	0.77	238.921	3.576	1121.717	7.904	2020.154	5.518	1536.342	3.504	854.175	0.977	1169.909	5.395	1339.123	11.99	2669.198	5.021	1435.889	5.335	1383.32	2.951	782.814	1.58	490.64	0.806	240.68	1.015	321.05	0.767	243.371	0.806	230.486	0.821	249.276	0.915	269.26	1.339	1468.755	2.8	1129.847	2.123	758.167	0.768	207.463	1.045	301.682	0.653	207.294	0.688	212.354	1.076	1184.721	1.246	1476.805	6.274	1451.182	9.69	2770.135	14.491	4596.395	10.508	2510.148	19.981	6676.251	33.994	10908.899	7.395	2288.073
MAG_081	DAS	k_Bacteria;n_Terrabacteria group;p_Firmicutes;c_Clostridia		1442440	42.58	122	0.0	90.91	0.0	0.0	0.046	12.709	0.087	21.454	0.183	57.819	0.224	58.693	0.415	120.176	0.173	53.163	0.336	81.321	1.754	535.924	1.028	317.935	2.702	900.426	1.641	520.869	4.24	1263.836	9.598	3049.693	0.123	41.339	4.963	1573.833	1.531	495.141	1.881	660.839	9.603	3247.171	4.995	1549.691	0.145	45.659	0.245	62.666	0.223	62.158	0.391	95.316	0.159	190.976	0.109	27.079	0.124	27.656	0.215	61.541	0.283	73.526	0.322	85.509	0.143	44.555	1.796	536.572	3.948	1249.452	1.783	566.261	1.046	299.414	2.494	757.644	0.816	240.212	0.193	211.739	0.116	46.721	0.071	25.243	0.624	168.527	1.617	466.692	3.473	1102.284	2.296	708.551	0.19	209.168	0.601	712.376	0.281	65.077	0.147	42.002	0.166	52.551	0.234	55.895	0.087	29.187	0.207	66.567	0.215	66.427
